รหัสทัวร์,จำนวนลูกค้า หัก หนท.,ยอดเบิก
GO1TFU4NTFUFD251229-1,24,1200
GO1TFU4NTFUFD251230-1,24,1200
GO1TFU4NTFUSL250109,19,950
GO1TFU4NTFUSL250110,24,1200
GO1TFU4NTFUSL250223,24,1200
GO1TFU4NTFUSL250225,18,900
GO1TFU4NTFUSL250304,9,450
GO1TFU4NTFUSL250306,18,900
GO1TFU4NTFUSL250318A,9,450
GO1TFU4NTFUSL250327,18,900
GO1TFU4NTFUSL250413A,28,1400
GO1TFU4NTFUSL250415A,28,1400
GO1TFU4NTFUSL250420A,19,950
GO1TFU4NTFUSL250420TK,33,1650
GO1TFU4NTFUSL251010-1,19,950
GO1TFU4NTFUSL251011-1,18,900
GO1TFU4NTFUSL251015-1,18,900
GO1TFU4NTFUSL251016-1,19,950
GO1TFU4NTFUSL251018-1,15,750
GO1TFU4NTFUSL251021-1,19,950
GO1TFU4NTFUSL251022-1,19,950
GO1TFU4NTFUSL251024-1,18,900
GO1TFU4NTFUSL251025-1,17,850
GO1TFU4NTFUSL251031-1,16,800
GO1TFU4NTFUSL251101-1,18,900
GO1TFU4NTFUSL251104-1,19,950
GO1TFU4NTFUSL251105-1,19,950
GO1TFU4NTFUSL251107-1,18,900
GO1TFU4NTFUSL251108-1,19,950
GO1TFU4NTFUSL251111-1,19,950
GO1TFU4NTFUSL251112-1,19,950
GO1TFU4NTFUSL251113T-1,24,1200
GO1TFU4NTFUSL251114-1,19,950
GO1TFU4NTFUSL251115-1,17,850
GO1TFU4NTFUSL251118-1TR,20,1000
GO1TFU4NTFUSL251119TK,27,1350
GO1TFU4NTFUSL251120T-1,19,950
GO1TFU4NTFUSL251121-1,19,950
GO1TFU4NTFUSL251122-1,19,950
GO1TFU4NTFUSL251125-1,10,500
GO1TFU4NTFUSL251126-1,19,950
GO1TFU4NTFUSL251127T-1,24,1200
GO1TFU4NTFUSL251127TK,22,1100
GO1TFU4NTFUSL251128-1,18,900
GO1TFU4NTFUSL251129-1,16,800
GO1TFU4NTFUSL251202-1,18,900
GO1TFU4NTFUSL251205-1,19,950
GO1TFU4NTFUSL251206-1,19,950
GO1TFU4NTFUSL251207-1,18,900
GO1TFU4NTFUSL251209-1,20,1000
GO1TFU4NTFUSL251212-1,19,950
GO1TFU4NTFUSL251216-1,19,950
GO1TFU4NTFUSL251217-1,18,900
GO1TFU4NTFUSL251218T-1,24,1200
GO1TFU4NTFUSL251219-1,18,900
GO1TFU4NTFUSL251220-1,20,1000
GO1TFU4NTFUSL251221-1,19,950
GO1TFU4NTFUSL251224-1,19,950
GO1TFU4NTFUSL251225T-1,24,1200
GO1TFU4NTFUSL251226-1,19,950
GO1TFU4NTFUSL251227-1,19,950
GO1TFU4NTFUSL251228-1,18,900
GO1TFU4NTFUSL251229-1,29,1450
GO1TFU4NTFUSL251230-1,19,950
GO1TFU5NTFUCA250109,24,1200
GO1TFU5NTFUCA250116,24,1200
GO1TFU5NTFUCA250212,23,1150
GO1TFU5NTFUCA250220TR,33,1650
GO1TFU5NTFUCA250221,24,1200
GO1TFU5NTFUCA250227,24,1200
GO1TFU5NTFUCA250228TR,27,1350
GO1TFU5NTFUCA250306,24,1200
GO1TFU5NTFUCA250314,24,1200
GO1TFU5NTFUCA250320,13,650
GO1TFU5NTFUCA250321,24,1200
GO1TFU5NTFUCA250327,23,1150
GO1TFU5NTFUCA250328,24,1200
GO1TFU5NTFUCA250403,22,1100
GO1TFU5NTFUCA250410,23,1150
GO1TFU5NTFUCA250411,24,1200
GO1TFU5NTFUCA250412,25,1250
GO1TFU5NTFUCA250413,24,1200
GO1TFU5NTFUCA250414,24,1200
GO1TFU5NTFUCA250508,14,700
GO1TFU5NTFUCA250515,14,700
GO1TFU5NTFUCA250522,20,1000
GO1TFU5NTFUCA250529,16,800
GO1TFU5NTFUCA250612,12,600
GO1TFU5NTFUCA250626,26,1300
GO1TFU5NTFUCA250916,19,950
GO1TFU5NTFUCA251011,24,1200
GO1TFU5NTFUCA251013,19,950
GO1TFU5NTFUCA251014,19,950
GO1TFU5NTFUCA251016,19,950
GO1TFU5NTFUCA251018,16,800
GO1TFU5NTFUCA251021,16,800
GO1TFU5NTFUCA251022,23,1150
GO1TFU5NTFUCA251024,27,1350
GO1TFU5NTFUCA251026TR,19,950
GO1TFU5NTFUCA251027,24,1200
GO1TFU5NTFUCA251029,24,1200
GO1TFU5NTFUCA251030,24,1200
GO1TFU5NTFUCA251101,23,1150
GO1TFU5NTFUCA251104,24,1200
GO1TFU5NTFUCA251107,25,1250
GO1TFU5NTFUCA251111,24,1200
GO1TFU5NTFUCA251114,23,1150
GO1TFU5NTFUCA251118,17,850
GO1TFU5NTFUCA251121,12,600
GO1TFU5NTFUCA251128,15,750
GO1TFU5NTFUCA251205,24,1200
GO1TFU5NTFUCA251210,14,700
GO1TFU5NTFUCA251227,24,1200
GO1TFU5NTFUCA251228,22,1100
GO1TFU5NTFUCA251229,24,1200
GO1TFU5NTFUCA251230,21,1050
GO1TFU5NTFUCA251231,25,1250
GO1TFU5NTFUMU250109,24,1200
GO1TFU5NTFUMU250221,23,1150
GO1TFU5NTFUMU250226-2,24,1200
GO1TFU5NTFUMU250313-2,23,1150
GO1TFU5NTFUMU250327-2,23,1150
GO1TFU5NTFUMU250405-2,25,1250
GO1TFU5NTFUMU250405-2A,19,950
GO1TFU5NTFUMU250412-2,20,1000
GO1TFU5NTFUMU250413-2,24,1200
GO1TFU5NTFUMU250414-1,20,1000
GO1TFU5NTFUMU250416-2,24,1200
GO1TFU5NTFUMU250418-2,23,1150
GO1TFU5NTFUMU250508,20,1000
GO1TFU5NTFUMU250509,24,1200
GO1TFU5NTFUMU250515,10,500
GO1TFU5NTFUMU250523,25,1250
GO1TFU5NTFUMU250606,19,950
GO1TFU5NTFUMU250612,24,1200
GO1TFU5NTFUMU250627,24,1200
GO1TFU5NTFUMU250916,24,1200
GO1TFU5NTFUMU250923,21,1050
GO1TFU5NTFUMU251008,24,1200
GO1TFU5NTFUMU251009,24,1200
GO1TFU5NTFUMU251015,23,1150
GO1TFU5NTFUMU251026,23,1150
GO1TFU5NTFUSL250108,27,1350
GO1TFU5NTFUSL250110,26,1300
GO1TFU5NTFUSL250215,24,1200
GO1TFU5NTFUSL250218,24,1200
GO1TFU5NTFUSL250219,24,1200
GO1TFU5NTFUSL250221,23,1150
GO1TFU5NTFUSL250222,22,1100
GO1TFU5NTFUSL250225,22,1100
GO1TFU5NTFUSL250226,23,1150
GO1TFU5NTFUSL250228,22,1100
GO1TFU5NTFUSL250301,23,1150
GO1TFU5NTFUSL250303,15,750
GO1TFU5NTFUSL250305,18,900
GO1TFU5NTFUSL250307,20,1000
GO1TFU5NTFUSL250307A,21,1050
GO1TFU5NTFUSL250309,24,1200
GO1TFU5NTFUSL250313B-1,22,1100
GO1TFU5NTFUSL250314,19,950
GO1TFU5NTFUSL250314TR,19,950
GO1TFU5NTFUSL250315A,10,500
GO1TFU5NTFUSL250320B-1,21,1050
GO1TFU5NTFUSL250321,14,700
GO1TFU5NTFUSL250321A,20,1000
GO1TFU5NTFUSL250322,17,850
GO1TFU5NTFUSL250322A,10,500
GO1TFU5NTFUSL250323,22,1100
GO1TFU5NTFUSL250325B,16,800
GO1TFU5NTFUSL250327,24,1200
GO1TFU5NTFUSL250327B-1,28,1400
GO1TFU5NTFUSL250328A,22,1100
GO1TFU5NTFUSL250329B-1,23,1150
GO1TFU5NTFUSL250402,16,800
GO1TFU5NTFUSL250403,24,1200
GO1TFU5NTFUSL250405,26,1300
GO1TFU5NTFUSL250407,18,900
GO1TFU5NTFUSL250408,19,950
GO1TFU5NTFUSL250408A,26,1300
GO1TFU5NTFUSL250409,18,900
GO1TFU5NTFUSL250410,19,950
GO1TFU5NTFUSL250410A,29,1450
GO1TFU5NTFUSL250412,19,950
GO1TFU5NTFUSL250412A,19,950
GO1TFU5NTFUSL250412B,29,1450
GO1TFU5NTFUSL250413,19,950
GO1TFU5NTFUSL250413A,24,1200
GO1TFU5NTFUSL250414,19,950
GO1TFU5NTFUSL250415,19,950
GO1TFU5NTFUSL250417,10,500
GO1TFU5NTFUSL250417B,22,1100
GO1TFU5NTFUSL250418,16,800
GO1TFU5NTFUSL250424,18,900
GO1TFU5NTFUSL250424A,28,1400
GO1TFU5NTFUSL250509,17,850
GO1TFU5NTFUSL250511,24,1200
GO1TFU5NTFUSL250516,15,750
GO1TFU5NTFUSL250523,19,950
GO1TFU5NTFUSL250530,18,900
GO1TFU5NTFUSL250708,20,1000
GO1TFU5NTFUSL250708A,18,900
GO1TFU5NTFUSL250717,11,550
GO1TFU5NTFUSL250724,24,1200
GO1TFU5NTFUSL250807,24,1200
GO1TFU5NTFUSL250828A,10,500
GO1TFU5NTFUSL250902,11,550
GO1TFU5NTFUSL250916A,19,950
GO1TFU5NTFUSL250917,18,900
GO1TFU5NTFUSL250918,18,900
GO1TFU5NTFUSL250920,20,1000
GO1TFU5NTFUSL250923,23,1150
GO1TFU5NTFUSL250924,23,1150
GO1TFU5NTFUSL250925,24,1200
GO1TFU5NTFUSL250926,24,1200
GO1TFU5NTFUSL251010-1TR,19,950
GO1TFU5NTFUSL251011,16,800
GO1TFU5NTFUSL251012-1,19,950
GO1TFU5NTFUSL251013,19,950
GO1TFU5NTFUSL251014-1,18,900
GO1TFU5NTFUSL251015-1,19,950
GO1TFU5NTFUSL251016,19,950
GO1TFU5NTFUSL251017-1,18,900
GO1TFU5NTFUSL251017T,18,900
GO1TFU5NTFUSL251018,19,950
GO1TFU5NTFUSL251019-1,19,950
GO1TFU5NTFUSL251020-1,18,900
GO1TFU5NTFUSL251021,19,950
GO1TFU5NTFUSL251022,19,950
GO1TFU5NTFUSL251023-1,20,1000
GO1TFU5NTFUSL251024-1,18,900
GO1TFU5NTFUSL251025-1,19,950
GO1TFU5NTFUSL251026-1,19,950
GO1TFU5NTFUSL251027-1,18,900
GO1TFU5NTFUSL251028-1,18,900
GO1TFU5NTFUSL251028T,19,950
GO1TFU5NTFUSL251029-1,19,950
GO1TFU5NTFUSL251030,18,900
GO1TFU5NTFUSL251031-1,18,900
GO1TFU5NTFUSL251031-2,24,1200
GO1TFU5NTFUSL251101,19,950
GO1TFU5NTFUSL251102,18,900
GO1TFU5NTFUSL251103-1,19,950
GO1TFU5NTFUSL251104-1,19,950
GO1TFU5NTFUSL251105-1,20,1000
GO1TFU5NTFUSL251106-1,19,950
GO1TFU5NTFUSL251107-1,19,950
GO1TFU5NTFUSL251107T,23,1150
GO1TFU5NTFUSL251108,18,900
GO1TFU5NTFUSL251109-1,19,950
GO1TFU5NTFUSL251110-1,19,950
GO1TFU5NTFUSL251111-1,19,950
GO1TFU5NTFUSL251111T,20,1000
GO1TFU5NTFUSL251112-1,19,950
GO1TFU5NTFUSL251113-1,19,950
GO1TFU5NTFUSL251114-1,18,900
GO1TFU5NTFUSL251115-1,19,950
GO1TFU5NTFUSL251118-1,19,950
GO1TFU5NTFUSL251118T,19,950
GO1TFU5NTFUSL251119-1,18,900
GO1TFU5NTFUSL251120-1,19,950
GO1TFU5NTFUSL251121-1,18,900
GO1TFU5NTFUSL251122,18,900
GO1TFU5NTFUSL251125-1,17,850
GO1TFU5NTFUSL251126-1,19,950
GO1TFU5NTFUSL251128-1,18,900
GO1TFU5NTFUSL251129-1,19,950
GO1TFU5NTFUSL251202-1,19,950
GO1TFU5NTFUSL251203-1,19,950
GO1TFU5NTFUSL251204-1,16,800
GO1TFU5NTFUSL251206-1,19,950
GO1TFU5NTFUSL251209,12,600
GO1TFU5NTFUSL251210-1,19,950
GO1TFU5NTFUSL251211-1,20,1000
GO1TFU5NTFUSL251212-1,19,950
GO1TFU5NTFUSL251212T,15,750
GO1TFU5NTFUSL251213,11,550
GO1TFU5NTFUSL251216-1,19,950
GO1TFU5NTFUSL251217-1,19,950
GO1TFU5NTFUSL251218-1TR,21,1050
GO1TFU5NTFUSL251219-1,19,950
GO1TFU5NTFUSL251220-1,18,900
GO1TFU5NTFUSL251222-1TR,21,1050
GO1TFU5NTFUSL251223-1,19,950
GO1TFU5NTFUSL251225-1,18,900
GO1TFU5NTFUSL251226-1TR,21,1050
GO1TFU5NTFUSL251227-1,19,950
GO1TFU5NTFUSL251228-1,19,950
GO1TFU5NTFUSL251229-1,19,950
GO1TFU5NTFUSL251230-1,19,950
GO1TFU5NTFUSL251231-1,19,950
GO1TFU5NTFUTG250220,23,1150
GO1TFU5NTFUTG250306,13,650
GO1TFU5NTFUTG250313,16,800
GO1TFU5NTFUTG250320,23,1150
GO1TFU5NTFUTG250327,24,1200
GO1TFU5NTFUTG250402,19,950
GO1TFU5NTFUTG250405,19,950
GO1TFU5NTFUTG250410,19,950
GO1TFU5NTFUTG250410A,24,1200
GO1TFU5NTFUTG250419,11,550
GO1TFU5NTFUTG250425,15,750
GO1TFU5NTFUTG250426,19,950
GO1TFU5NTFUTG250501,9,450
GO1TFU5NTFUTG250509,23,1150
GO1TFU5NTFUTG250510,15,750
GO1TFU5NTFUTG250517,18,900
GO1TFU5NTFUTG250522,12,600
GO1TFU5NTFUTG250529,13,650
GO1TFU5NTFUTG250625,10,500
GO1TFU5NTFUTG250906,16,800
GO1TFU5NTFUTG250919-3,21,1050
GO1TFU5NTFUTG250919A-3,19,950
GO1TFU5NTFUTG251005-1,8,400
GO1TFU5NTFUTG251008-1,23,1150
GO1TFU5NTFUTG251009-3,14,700
GO1TFU5NTFUTG251010-3,18,900
GO1TFU5NTFUTG251011-3,25,1250
GO1TFU5NTFUTG251012-1,18,900
GO1TFU5NTFUTG251016-3,17,850
GO1TFU5NTFUTG251019-3,23,1150
GO1TFU5NTFUTG251020-1,22,1100
GO1TFU5NTFUTG251022-3,24,1200
GO1TFU5NTFUTG251024-3,25,1250
GO1TFU5NTFUTG251026-3,24,1200
GO1TFU5NTFUTG251031-3,24,1200
GO1TFU5NTFUTG251101-1,27,1350
GO1TFU5NTFUTG251103-3,15,750
GO1TFU5NTFUTG251104-3,12,600
GO1TFU5NTFUTG251105-1,24,1200
GO1TFU5NTFUTG251106-3,18,900
GO1TFU5NTFUTG251111-3,18,900
GO1TFU5NTFUTG251113-1,23,1150
GO1TFU5NTFUTG251118-1,29,1450
GO1TFU5NTFUTG251119-4,24,1200
GO1TFU5NTFUTG251120-4,22,1100
GO1TFU5NTFUTG251125-4,23,1150
GO1TFU5NTFUTG251126-5,17,850
GO1TFU5NTFUTG251128-4,13,650
GO1TFU5NTFUTG251129-4,15,750
GO1TFU5NTFUTG251203-4,25,1250
GO1TFU5NTFUTG251204-4,19,950
GO1TFU5NTFUTG251205-4,30,1500
GO1TFU5NTFUTG251209-4,25,1250
GO1TFU5NTFUTG251210-5,19,950
GO1TFU5NTFUTG251213-4,24,1200
GO1TFU5NTFUTG251216-4,20,1000
GO1TFU5NTFUTG251217-5,24,1200
GO1TFU5NTFUTG251219-1,19,950
GO1TFU5NTFUTG251219-4,18,900
GO1TFU5NTFUTG251223-4,24,1200
GO1TFU5NTFUTG251224-4,23,1150
GO1TFU5NTFUTG251227-4,32,1600
GO1TFU5NTFUTG251228-1,10,500
GO1TFU5NTFUTG251228-4,12,600
GO1TFU5NTFUTG251229-4,29,1450
GO1TFU5NTFUTG251230-4,30,1500
GO1TFU5NTFUTG251231-4,30,1500
GO1TFU5NTFUTG260101-4,17,850
GO1TFU5NXNNVZ250908,24,1200
GO1TFU6NTFUCA250114,23,1150
GO1TFU6NTFUCA250214,14,700
GO1TFU6NTFUCA250218,15,750
GO1TFU6NTFUCA250225TR,25,1250
GO1TFU6NTFUCA250315,13,650
GO1TFU6NTFUCA250329,14,700
GO1TFU6NTFUCA250406,14,700
GO1TFU6NTFUCA250408,17,850
GO1TFU6NTFUCA250418-1TR,24,1200
GO1TFU6NTFUCA251105,23,1150
GO1TFU6NTFUCA251119,22,1100
GO1TFU6NTFUCA251204,13,650
GO1TFU6NTFUCA251226,22,1100
GO1TFU6NTFUCA251227,23,1150
GO1TFU6NTFUMU250228A,23,1150
GO1TFU6NTFUMU250301A,27,1350
GO1TFU6NTFUMU250311A,23,1150
GO1TFU6NTFUMU250318A,24,1200
GO1TFU6NTFUMU250409A,18,900
GO1TFU6NTFUMU250905,13,650
GO1TFU6NTFUMU250911,9,450
GO1TFU6NTFUMU250918,21,1050
GO1TFU6NTFUSL250316,16,800
GO1TFU6NTFUSL250323,29,1450
GO1TFU6NTFUSL250330,13,650
GO1TFU6NTFUSL250413,29,1450
GO1TFU6NTFUSL251019T,18,900
GO1TFU6NTFUSL251109T,13,650
GO1TFU6NTFUSL251116T-1,24,1200
GO1TFU6NTFUSL251119T,19,950
GO1TFU6NTFUSL251123T-1,20,1000
GO1TFU6NTFUSL251126T,22,1100
GO1TFU6NTFUSL251130T-1,23,1150
GO1TFU6NTFUSL251201T-1,13,650
GO1TFU6NTFUSL251203T-1,23,1150
GO1TFU6NTFUSL251214T,15,750
GO1TFU6NTFUSL251217T-1,25,1250
GO1TFU6NTFUSL251221T,22,1100
GO1TFU6NTFUSL251222T-1,24,1200
GO1TFU6NTFUSL251224T,23,1150
GO1TFU6NTFUSL251226T-1,23,1150
GO1TFU6NTFUSL251228T,23,1150
GO1TFU6NTFUSL251229T-1,24,1200
GO1TFU6NTFUSL251231T-1,24,1200
GO1TFU6NTFUTG250114,24,1200
GO1TFU6NTFUTG250218,29,1450
GO1TFU6NTFUTG250225,28,1400
GO1TFU6NTFUTG250311,25,1250
GO1TFU6NTFUTG250325,26,1300
GO1TFU6NTFUTG250403,19,950
GO1TFU6NTFUTG250404,21,1050
GO1TFU6NTFUTG250409,24,1200
GO1TFU6NTFUTG250414,24,1200
GO1TFU6NTFUTG250414A,29,1450
GO1TFU6NTFUTG250419,23,1150
GO1TFU6NTFUTG250425,9,450
GO1TFU6NTFUTG250503,17,850
GO1TFU6NTFUTG250506,24,1200
GO1TFU6NTFUTG250508,13,650
GO1TFU6NTFUTG250510,17,850
GO1TFU6NTFUTG250520,24,1200
GO1TFU6NTFUTG250529,16,800
GO1TFU6NTFUTG250603,18,900
GO1TFU6NTFUTG250617,21,1050
GO1TFU6NTFUTG250902,9,450
GO1TFU6NTFUTG250922-1,24,1200
GO1TFU6NTFUTG250923,19,950
GO1TFU6NTFUTG250924,19,950
GO1TFU6NTFUTG250930-1,9,450
GO1TFU6NTFUTG251006,15,750
GO1TFU6NTFUTG251007,23,1150
GO1TFU6NTFUTG251008,24,1200
GO1TFU6NTFUTG251009,19,950
GO1TFU6NTFUTG251010,19,950
GO1TFU6NTFUTG251012,23,1150
GO1TFU6NTFUTG251013,18,900
GO1TFU6NTFUTG251016,24,1200
GO1TFU6NTFUTG251016A,24,1200
GO1TFU6NTFUTG251019,23,1150
GO1TFU6NTFUTG251023,24,1200
GO1TFU6NTFUTG251024,24,1200
GO1TFU6NTFUTG251026,23,1150
GO1TFU6NTFUTG251027,23,1150
GO1TFU6NTFUTG251028,23,1150
GO1TFU6NTFUTG251101,20,1000
GO1TFU6NTFUTG251103,20,1000
GO1TFU6NTFUTG251104A,18,900
GO1TFU6NTFUTG251105,13,650
GO1TFU6NTFUTG251107TR,19,950
GO1TFU6NTFUTG251108,14,700
GO1TFU6NTFUTG251111,18,900
GO1TFU6NTFUTG251112,18,900
GO1TFU6NTFUTG251115,19,950
GO1TFU6NTFUTG251117,19,950
GO1TFU6NTFUTG251121,22,1100
GO1TFU6NTFUTG251122,19,950
GO1TFU6NTFUTG251124,15,750
GO1TFU6NTFUTG251129,16,800
GO1TFU6NTFUTG251130,13,650
GO1TFU6NTFUTG251202,17,850
GO1TFU6NTFUTG251205,27,1350
GO1TFU6NTFUTG251210,17,850
GO1TFU6NTFUTG251213,24,1200
GO1TFU6NTFUTG251215,19,950
GO1TFU6NTFUTG251217,12,600
GO1TFU6NTFUTG251221,15,750
GO1TFU6NTFUTG251224,23,1150
GO1TFU6NTFUTG251224A,19,950
GO1TFU6NTFUTG251225,25,1250
GO1TFU6NTFUTG251226,29,1450
GO1TFU6NTFUTG251227,24,1200
GO1TFU6NTFUTG251227A,30,1500
GO1TFU6NTFUTG251228,30,1500
GO1TFU6NTFUTG251228A,20,1000
GO1TFU6NTFUTG251229,24,1200
GO1TFU6NTFUTG251230,21,1050
GO1TFU6NTFUVZ250420,14,700
GO1TPVG3NPVGSL250524,19,950
GO1TPVG3NPVGSL250529,19,950
GO1TPVG3NPVGSL2506012,19,950
GO1TPVG3NPVGSL250614,14,700
GO1TPVG3NPVGSL250710,20,1000
GO1TPVG3NPVGSL250712,19,950
GO1URC7NURCCA250528B,13,650
GO1URC7NURCCX251004,8,400
GO1URC7NURCCZ250616B,19,950
GO1URC7NURCCZ250617,18,900
GO1URC7NURCCZ250627,19,950
GO1URC7NURCCZ250709,19,950
GO1URC7NURCCZ250807,11,550
GO1URC7NURCCZ250911,19,950
GO1URC7NURCCZ250917,19,950
GO1URC7NURCCZ250917B,19,950
GO1URC7NURCFM250610,26,1300
GO1WUH4NWUHFD250308,17,850
GO1WUH4NWUHFD250319,23,1150
GO1XIY5NCGOSL250502,14,700
GO1XIY5NCGOSL250507,19,950
GO1XIY5NCGOSL250509,20,1000
GO1XIY5NCGOSL250523,24,1200
GO1XIY5NCGOSL250530,14,700
GO1XIY5NCGOSL250611,19,950
GO1XIY5NCGOSL250709,15,750
GO1XIY5NCGOSL250723,15,750
GO1XIY5NCGOSL250808,19,950
GO1XIY5NCGOSL250827,19,950
GO1XIY5NCGOSL250903,14,700
GO1XIY5NCGOSL250910,19,950
GO1XIY5NCGOSL250917,19,950
GO1XIY5NCGOSL251017,22,1100
GO1XIY5NCGOSL251022,17,850
GO1XIY5NCGOSL251024,16,800
GO1XIY5NCGOSL251029,19,950
GO1XIY5NCGOSL251107,15,750
GO1XIY5NCGOSL251112,13,650
GO1XIY5NCGOSL251114,19,950
GO1XIY5NCGOSL251119,19,950
GO1XIY5NCGOSL251121,18,900
GO1XIY5NCGOSL251128,16,800
GO1XIY5NCGOSL251203,13,650
GO1XIY5NCGOSL251205,19,950
GO1XIY5NCGOSL251210,20,1000
GO1XIY5NCGOSL251217,19,950
GO1XIY5NCGOSL251219,19,950
GO1XIY5NCGOSL251224,19,950
GO1XIY5NCGOSL251226,14,700
GO1XIY5NCGOSL251228,19,950
GO1XIY5NCGOSL251231,19,950
GO1XIY5NXIYDD250314,24,1200
GO1XIY5NXIYSL250207,20,1000
GO1XIY5NXIYSL250214B,20,1000
GO1XIY5NXIYSL250221,23,1150
GO1XIY5NXIYSL250228,23,1150
GO1XIY5NXIYSL250307,24,1200
GO1XIY5NXIYSL250425,11,550
GO1XIY5NXIYSL251205,13,650
GO1XIY6NCGOSL251208,11,550
GO1XIY6NCGOSL251229,17,850
GO1XNN5NXNNVZ250915,14,700
GO1XNN5NXNNVZ250922,17,850
GO1XNN5NXNNVZ251006A,26,1300
GO1XNN5NXNNVZ251006B,22,1100
GO1XNN5NXNNVZ251027,17,850
GO1XNN5NXNNVZ251027C,26,1300
GO1XNN5NXNNVZ251027V,27,1350
GO1XNN7NXNNVZ250908K,17,850
GO1XNN7NXNNVZ250908V,20,1000
GO1XNN7NXNNVZ250915K1,7,350
GO1XNN7NXNNVZ250915K2,17,850
GO1XNN7NXNNVZ250915V,19,950
GO1XNN7NXNNVZ250922K1,19,950
GO1XNN7NXNNVZ250922K2,7,350
GO1XNN7NXNNVZ250922V,21,1050
GO1XNN7NXNNVZ250929K1,19,950
GO1XNN7NXNNVZ250929V,17,850
GO1XNN7NXNNVZ251013K1,20,1000
GO1XNN7NXNNVZ251013K2,23,1150
GO1XNN7NXNNVZ251013V,21,1050
GO1XNN7NXNNVZ251020K,21,1050
GO1XNN7NXNNVZ251020V,23,1150
GOCKGFD20250327G,18,900
GOCSXVZ20250422N,22,1100
GOPEKCA20250605N,23,1150
GOPVGCA20251113N,28,1400
GOPVGFM20250312N,24,1200
GOSWALD20250419N,6,300
GOTFUSL20250317G,24,1200
GOTPVG3NPVGVZ250306,18,900
GOTPVG3NPVGVZ250307TR,16,800
GOTPVG3NPVGVZ250308,21,1050
GOTPVG3NPVGVZ250313,16,800
GOTPVG3NPVGVZ250315,26,1300
GOTPVG3NPVGVZ250319,18,900
GOTPVG3NPVGVZ250320,17,850
GOTPVG3NPVGVZ250321,15,750
GOTPVG3NPVGVZ250322,24,1200
GOTPVG3NPVGVZ250326,19,950
GOTPVG3NPVGVZ250328,31,1550
GOTPVG3NPVGVZ250402,30,1500
GOTPVG3NPVGVZ250404,16,800
GOTPVG3NPVGVZ250404A,19,950
GOTPVG3NPVGVZ250405,19,950
GOTPVG3NPVGVZ250405A,19,950
GOTPVG3NPVGVZ250410,18,900
GOTPVG3NPVGVZ250411,23,1150
GOTPVG3NPVGVZ250413,18,900
GOTPVG3NPVGVZ250413A,19,950
GOTPVG3NPVGVZ250414,18,900
GOTPVG3NPVGVZ250414A,17,850
GOTPVG3NPVGVZ250415,24,1200
GOTPVG3NPVGVZ250417,30,1500
GOTPVG3NPVGVZ250418,32,1600
GOTPVG3NPVGVZ250424,22,1100
GOTPVG3NPVGVZ250424A,19,950
GOTPVG3NPVGVZ250425,24,1200
GOTPVG3NPVGVZ250425A,19,950
GOTPVG3NPVGVZ250509,30,1500
GOTPVG3NPVGVZ250509A,21,1050
GOTPVG3NPVGVZ250515,19,950
GOTPVG3NPVGVZ250516,19,950
GOTPVG3NPVGVZ250516A,19,950
GOTPVG3NPVGVZ250522TR,34,1700
GOTPVG3NPVGVZ250523,20,1000
GOTPVG3NPVGVZ250529TR,29,1450
GOTPVG3NPVGVZ250602,27,1350
GOTPVG3NPVGVZ250605,19,950
GOTPVG3NPVGVZ250605A,19,950
GOTPVG3NPVGVZ250612,19,950
GOTPVG3NPVGVZ250619,17,850
GOTPVG3NPVGVZ250626,19,950
GOTPVG3NPVGVZ250710,7,350
GOTURC7NURCUQ250914,15,750
GOTURC7NURCUQ250921,15,750
GOTURC7NURCUQ251005,13,650
ITKMG8L25011140,1,50
ITKMG8L25022045,19,950
ITKMG8L25030152,7,350
ITKMG8L25031152,3,150
ITKMG8L25032253,3,150
ITKMG8L25041781,1,50
ITKMG8L25042981,1,50
ITKMG8L25102121,5,250
ITKMGKY25101611,1,50
ITKMGKY25101861,1,50
ITKMGKY25102161,1,50
ITKMGMU25022179,4,200
ITKMGMU25122970,9,450
ITLJGDR25010749,12,600
ITLJGDR25012149,6,300
ITLJGDR25101829,1,50
ITNNGGX25031860,5,250
ITPKXVZ25010956,11,550
ITPKXVZ25022056,2,100
ITPKXVZ25022857,2,100
ITPKXVZ25030757,6,300
ITPKXVZ25040387,4,200
ITPKXVZ25041188,5,250
ITPKXVZ25042487,1,50
ITPKXVZ25050887,2,100
ITPKXVZ25050988,3,150
ITPKXVZ25052287,4,200
ITPKXVZ25091107,1,50
ITPKXVZ25102477,3,150
ITPVGFM25011755,11,550
ITPVGFM25030755,3,150
ITPVGFM25031455,1,50
ITPVGFM25051089,3,150
ITTFU3U25101416,2,100
ITTFU3U25102116,3,150
ITTFUFD25042469,1,50
ITTFUFD25052870,1,50
ITTFUFD25052992,1,50
ITTFUFD25091112,5,250
ITTFUFD25091812,3,150
ITTFUFD25100912,5,250
ITTFUFD25101012,1,50
ITTFUFD25102312,16,800
ITTFUMU25040977,3,150
ITTFUMU25053078,5,250
ITTFUMU25061378,2,100
ITTFUMU25120558,3,150
ITTFUMU25121958,1,50
ITTFUMU26122858,3,150
ITTFUSL25040961,1,50
ITTFUVZ25021418,7,350
ITTFUVZ25022118,1,50
ITTFUVZ25022562,1,50
ITTFUVZ25062623,1,50
ITTFUVZ25110544,1,50
ITTFUVZ25120544,4,200
ITTFUVZ25120581,6,300
ITTFUVZ25121675,10,500
